gene_id,gene,gene_biotype,product,go_function,go_process
ATU_RS01530,ubiB,,2-polyprenylphenol 6-hydroxylase,oxidoreductase activity,ubiquinone biosynthetic process|0006744||IEA
ATU_RS01535,ubiE,,bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,methyltransferase activity|0008168||IEA,
ATU_RS01540,mutM,,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,nucleic acid binding|0003676||IEA,DNA repair|0006281||IEA
ATU_RS01545,,,enoyl-CoA hydratase,,
ATU_RS01550,rpsT,,30S ribosomal protein S20,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA
ATU_RS01555,dnaA,,chromosomal replication initiator protein DnaA,DNA binding|0003677||IEA,DNA replication initiation|0006270||IEA
ATU_RS01560,hemW,,radical SAM family heme chaperone HemW,coproporphyrinogen dehydrogenase activity|0051989||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA
ATU_RS01565,rdgB,,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,dITP diphosphatase activity|0035870||IEA,DNA repair|0006281||IEA
ATU_RS01570,rph,,ribonuclease PH,tRNA-specific ribonuclease activity|0004549||IEA,tRNA processing|0008033||IEA
ATU_RS01575,hrcA,,heat-inducible transcriptional repressor HrcA,,response to heat|0009408||IEA
ATU_RS01580,grpE,,nucleotide exchange factor GrpE,adenyl-nucleotide exchange factor activity|0000774||IEA,protein folding|0006457||IEA
ATU_RS01585,ptsN,,PTS IIA-like nitrogen regulatory protein PtsN,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA,regulation of DNA-templated transcription|0006355||IEA
ATU_RS01590,raiA,,ribosome hibernation-promoting factor,translation regulator activity|0045182||IEA,translational attenuation|0009386||IEA
ATU_RS01595,rpoN,,RNA polymerase factor sigma-54,sigma factor activity|0016987||IEA,DNA-templated transcription initiation|0006352||IEA
ATU_RS01600,lptB,,LPS export ABC transporter ATP-binding protein,lipopolysaccharide transmembrane transporter activity|0015221||IEA,lipopolysaccharide transport|0015920||IEA
ATU_RS01605,,,LptA/OstA family protein,,
ATU_RS01610,lptC,,LPS export ABC transporter periplasmic protein LptC,,
ATU_RS01615,sppA,,signal peptide peptidase SppA,serine-type endopeptidase activity|0004252||IEA,signal peptide processing|0006465||IEA
ATU_RS01620,,,integration host factor subunit beta,DNA binding|0003677||IEA,DNA recombination|0006310||IEA
ATU_RS01625,,,LapA family protein,,
ATU_RS01630,,,class I SAM-dependent methyltransferase,methyltransferase activity|0008168||IEA,rRNA processing|0006364||IEA
ATU_RS01635,,,RNA methyltransferase,RNA methyltransferase activity|0008173||IEA,RNA methylation|0001510||IEA
ATU_RS01640,lspA,,signal peptidase II,aspartic-type endopeptidase activity|0004190||IEA,proteolysis|0006508||IEA
ATU_RS01645,,,hybrid sensor histidine kinase/response regulator,,
ATU_RS01650,,,GNAT family N-acetyltransferase,,
ATU_RS01655,mutS,,DNA mismatch repair protein MutS,ATP binding|0005524||IEA,mismatch repair|0006298||IEA
ATU_RS01660,,,[protein-PII] uridylyltransferase,[protein-PII] uridylyltransferase activity|0008773||IEA,nitrogen compound metabolic process|0006807||IEA
ATU_RS01665,murJ,,murein biosynthesis integral membrane protein MurJ,,peptidoglycan biosynthetic process|0009252||IEA
ATU_RS01670,,,VOC family protein,,
ATU_RS01675,trpS,,tryptophan--tRNA ligase,tryptophan-tRNA ligase activity|0004830||IEA,tryptophanyl-tRNA aminoacylation|0006436||IEA
ATU_RS01680,,,universal stress protein,,
ATU_RS01685,,,NifU family protein,,
ATU_RS01690,tsaB,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,double-stranded RNA binding|0003725||IEA,tRNA modification|0006400||IEA
ATU_RS01695,,,GNAT family N-acetyltransferase,N-acetyltransferase activity|0008080||IEA,
ATU_RS01700,,,Fur family transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA
ATU_RS01705,,,1-acyl-sn-glycerol-3-phosphate acyltransferase,,
ATU_RS01710,miaB,,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,transferase activity,tRNA modification|0006400||IEA
ATU_RS01715,,,PhoH family protein,ATP binding|0005524||IEA,
ATU_RS01720,ybeY,,rRNA maturation RNase YbeY,RNA nuclease activity|0004540||IEA,ribosome biogenesis|0042254||IEA
ATU_RS01725,,,hemolysin family protein,,
ATU_RS01730,lnt,,apolipoprotein N-acyltransferase,N-acyltransferase activity|0016410||IEA,protein lipidation|0006497||IEA
ATU_RS01735,,,helix-turn-helix domain-containing protein,,
ATU_RS01740,metK,,methionine adenosyltransferase,methionine adenosyltransferase activity|0004478||IEA,S-adenosylmethionine biosynthetic process|0006556||IEA
ATU_RS01745,trmB,,tRNA (guanosine(46)-N7)-methyltransferase TrmB,tRNA (guanine(46)-N7)-methyltransferase activity|0008176||IEA,tRNA modification|0006400||IEA
ATU_RS01750,,,ribokinase,ATP binding|0005524||IEA,
ATU_RS01755,,,DNA recombination protein RmuC,,
ATU_RS01760,def,,peptide deformylase,peptide deformylase activity|0042586||IEA,protein modification process|0036211||IEA
ATU_RS01765,fmt,,methionyl-tRNA formyltransferase,methionyl-tRNA formyltransferase activity|0004479||IEA,methionyl-tRNA aminoacylation|0006431||IEA
ATU_RS01770,truA,,tRNA pseudouridine(38-40) synthase TruA,pseudouridine synthase activity|0009982||IEA,tRNA modification|0006400||IEA
ATU_RS01775,,,hypothetical protein,,
ATU_RS01780,dapE,,succinyl-diaminopimelate desuccinylase,succinyl-diaminopimelate desuccinylase activity|0009014||IEA,lysine biosynthetic process via diaminopimelate|0009089||IEA
ATU_RS01785,dapD,,2,2,lysine biosynthetic process via diaminopimelate|0009089||IEA
ATU_RS01790,,,LOG family protein,hydrolase activity,cytokinin biosynthetic process|0009691||IEA
ATU_RS01795,,,methyl-accepting chemotaxis protein,,chemotaxis|0006935||IEA
ATU_RS01800,,,nucleoside hydrolase,,
ATU_RS01805,,,Hsp20 family protein,,
ATU_RS01810,,,DUF1150 family protein,,
ATU_RS01815,,,EF-hand domain-containing protein,calcium ion binding|0005509||IEA,
ATU_RS01820,,,pyrimidine 5'-nucleotidase,,
ATU_RS01825,,,DMT family transporter,transporter activity|0005215||IEA,transmembrane transport|0055085||IEA
ATU_RS01830,argB,,acetylglutamate kinase,acetylglutamate kinase activity|0003991||IEA,ornithine biosynthetic process|0006592||IEA
ATU_RS01835,,,hypothetical protein,,
ATU_RS01840,yihA,,ribosome biogenesis GTP-binding protein YihA/YsxC,GTPase activity|0003924||IEA,ribosome biogenesis|0042254||IEA
ATU_RS01845,yidC,,membrane protein insertase YidC,membrane insertase activity|0032977||IEA,
ATU_RS01850,rnpA,,ribonuclease P protein component,ribonuclease P activity|0004526||IEA,RNA processing|0006396||IEA
ATU_RS01855,rpmH,,50S ribosomal protein L34,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA
ATU_RS01860,,,methyl-accepting chemotaxis protein,,signal transduction|0007165||IEA
ATU_RS01865,,,HAMP domain-containing sensor histidine kinase,phosphorelay response regulator activity|0000156||IEA,signal transduction|0007165||IEA
ATU_RS01875,,,class I SAM-dependent methyltransferase,methyltransferase activity|0008168||IEA,
ATU_RS01880,,,ABC transporter ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS01885,,,carbohydrate ABC transporter permease,ATPase-coupled transmembrane transporter activity|0042626||IEA,
ATU_RS01890,,,carbohydrate ABC transporter permease,,carbohydrate transport|0008643||IEA
ATU_RS01895,,,ABC transporter substrate-binding protein,,
ATU_RS01900,,,phosphodiesterase,,
ATU_RS01905,,,acetyl-CoA hydrolase/transferase family protein,,
ATU_RS01910,,,alpha/beta hydrolase,,
ATU_RS01915,,,4-hydroxyproline epimerase,,
ATU_RS01920,pyrC,,dihydroorotase,dihydroorotase activity|0004151||IEA,pyrimidine ribonucleotide biosynthetic process|0009220||IEA
ATU_RS01925,,,orotate phosphoribosyltransferase,orotate phosphoribosyltransferase activity|0004588||IEA,nucleoside metabolic process|0009116||IEA
ATU_RS01930,,,carbohydrate kinase,kinase activity|0016301||IEA,carbohydrate metabolic process|0005975||IEA
ATU_RS01935,,,acetylxylan esterase,,
ATU_RS01940,,,esterase family protein,,
ATU_RS01945,pgi,,glucose-6-phosphate isomerase,glucose-6-phosphate isomerase activity|0004347||IEA,gluconeogenesis|0006094||IEA
ATU_RS01950,,,long-chain fatty acid--CoA ligase,,
ATU_RS01955,,,ABC transporter ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS01960,,,extracellular solute-binding protein,,
ATU_RS01965,,,iron ABC transporter permease,ATPase-coupled transmembrane transporter activity|0042626||IEA,iron ion transport|0006826||IEA
ATU_RS01970,,,TonB-dependent siderophore receptor,,
ATU_RS01975,,,AraC family transcriptional regulator,sequence-specific DNA binding|0043565||IEA,
ATU_RS01980,,,PRC-barrel domain-containing protein,bacteriochlorophyll binding|0042314||IEA,photosynthesis
ATU_RS01985,,,DUF982 domain-containing protein,,
ATU_RS01990,,,YqaE/Pmp3 family membrane protein,,
ATU_RS02000,,,nitronate monooxygenase family protein,monooxygenase activity|0004497||IEA,
ATU_RS02005,,,hypothetical protein,,
ATU_RS02010,ppk2,,polyphosphate kinase 2,polyphosphate kinase activity|0008976||IEA,phosphorus metabolic process|0006793||IEA
ATU_RS26875,,,hypothetical protein,,
ATU_RS02015,phoR,,phosphate regulon sensor histidine kinase PhoR,phosphorelay sensor kinase activity|0000155||IEA,phosphorelay signal transduction system|0000160||IEA
ATU_RS02020,,,substrate-binding domain-containing protein,,
ATU_RS02025,pstC,,phosphate ABC transporter permease subunit PstC,ATPase-coupled phosphate ion transmembrane transporter activity|0015415||IEA,
ATU_RS02030,pstA,,phosphate ABC transporter permease PstA,ATPase-coupled phosphate ion transmembrane transporter activity|0015415||IEA,
ATU_RS02035,pstB,,phosphate ABC transporter ATP-binding protein PstB,ATP binding|0005524||IEA,
ATU_RS02040,phoU,,phosphate signaling complex protein PhoU,DNA-binding transcription factor activity|0003700||IEA,regulation of transport|0051049||IEA
ATU_RS02045,phoB,,phosphate regulon transcriptional regulator PhoB,phosphorelay response regulator activity|0000156||IEA,phosphorelay signal transduction system|0000160||IEA
ATU_RS02050,,,GcrA family cell cycle regulator,,
ATU_RS02055,,,aspartate aminotransferase family protein,,
ATU_RS02060,argF,,ornithine carbamoyltransferase,ornithine carbamoyltransferase activity|0004585||IEA,arginine biosynthetic process via ornithine|0042450||IEA
ATU_RS02065,,,Hsp33 family molecular chaperone,unfolded protein binding|0051082||IEA,protein folding|0006457||IEA
ATU_RS02070,apaG,,Co2+/Mg2+ efflux protein ApaG,,
ATU_RS02075,,,O-succinylhomoserine sulfhydrylase,,
ATU_RS02085,,,2'-deoxycytidine 5'-triphosphate deaminase,dCTP deaminase activity|0008829||IEA,2'-deoxyribonucleotide metabolic process|0009394||IEA
ATU_RS02095,,,DEAD/DEAH box helicase,,
ATU_RS02100,,,DUF2290 domain-containing protein,,
ATU_RS02105,,,site-specific integrase,DNA binding|0003677||IEA,DNA recombination|0006310||IEA
ATU_RS02110,,,hypothetical protein,,
ATU_RS02115,,,YfdQ family protein,,
ATU_RS02120,,,hypothetical protein,,
ATU_RS02125,,,hypothetical protein,,
ATU_RS02130,,,hypothetical protein,,
ATU_RS02135,,,hypothetical protein,,
ATU_RS02140,,,hypothetical protein,,
ATU_RS02145,,,tellurite resistance TerB family protein,,
ATU_RS02150,,,helix-turn-helix transcriptional regulator,,
ATU_RS02155,,,Cro/CI family transcriptional regulator,,
ATU_RS02160,,,hypothetical protein,,
ATU_RS02165,,,hypothetical protein,,
ATU_RS02170,,,class I SAM-dependent methyltransferase,methyltransferase activity|0008168||IEA,
ATU_RS02175,,,hypothetical protein,,
ATU_RS02180,,,hypothetical protein,,
ATU_RS02185,,,hypothetical protein,,
ATU_RS02190,,,hypothetical protein,,
ATU_RS02195,,,helix-turn-helix domain-containing protein,DNA binding|0003677||IEA,
ATU_RS02200,,,transcription termination/antitermination protein NusG,,DNA-templated transcription termination|0006353||IEA
ATU_RS02205,,,hypothetical protein,,
ATU_RS02210,,,MerR family transcriptional regulator,,
ATU_RS02215,,,phage terminase large subunit family protein,ATP hydrolysis activity|0016887||IEA,
ATU_RS02220,,,DUF2190 family protein,,
ATU_RS02225,,,hypothetical protein,,
ATU_RS02230,,,hypothetical protein,,
ATU_RS02235,,,phage baseplate assembly protein V,,
ATU_RS02240,,,hypothetical protein,,
ATU_RS02245,,,phage tail protein I,structural molecule activity|0005198||IEA,viral process|0016032||IEA
ATU_RS02250,,,hypothetical protein,,
ATU_RS26645,,,phage tail sheath family protein,,
ATU_RS02260,,,hypothetical protein,,
ATU_RS02265,,,phage tail protein,,
ATU_RS02270,,,tail protein X,,
ATU_RS02275,,,phage late control D family protein,,
ATU_RS02280,,,M15 family metallopeptidase,,
ATU_RS02285,,,hypothetical protein,,
ATU_RS02290,,,phage holin family protein,,
ATU_RS02295,,,DNA-binding transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS02300,,,DUF4258 domain-containing protein,,
ATU_RS02305,,,hypothetical protein,,
ATU_RS26650,,,hypothetical protein,,
ATU_RS02310,,,DUF1488 domain-containing protein,,
ATU_RS02315,,,hypothetical protein,,
ATU_RS02320,,,fasciclin domain-containing protein,,
ATU_RS02325,,,DUF4394 domain-containing protein,,
ATU_RS02330,,,sigma-70 family RNA polymerase sigma factor,DNA binding|0003677||IEA,DNA-templated transcription initiation|0006352||IEA
ATU_RS02335,,,anti-sigma factor domain-containing protein,,
ATU_RS02340,aqpZ,,aquaporin Z,water channel activity|0015250||IEA,water transport|0006833||IEA
ATU_RS02345,,,hypothetical protein,,
ATU_RS02350,,,glycosyltransferase family 2 protein,,
ATU_RS02355,,,transporter substrate-binding domain-containing protein,,
ATU_RS02360,uppX,,Wzx-type polysaccharide biosynthesis protein UppX,,
ATU_RS02365,,,hypothetical protein,,
ATU_RS02370,uppY,,Wzy-type polysaccharide biosynthesis protein UppY,,
ATU_RS02375,,,polysaccharide deacetylase family protein,hydrolase activity,carbohydrate metabolic process|0005975||IEA
ATU_RS02380,,,helix-turn-helix transcriptional regulator,,
ATU_RS02385,,,response regulator transcription factor,DNA binding|0003677||IEA,phosphorelay signal transduction system|0000160||IEA
ATU_RS02390,,,DUF952 domain-containing protein,,
ATU_RS02395,,,quinone-dependent dihydroorotate dehydrogenase,dihydroorotate dehydrogenase activity|0004152||IEA,'de novo' pyrimidine nucleobase biosynthetic process|0006207||IEA
ATU_RS02400,,,CAP domain-containing protein,,
ATU_RS02405,,,DUF6460 domain-containing protein,,
ATU_RS02410,,,class I SAM-dependent methyltransferase,,
ATU_RS02415,,,YitT family protein,,
ATU_RS02420,,,YitT family protein,,
ATU_RS02425,,,carboxymuconolactone decarboxylase family protein,,
ATU_RS02430,,,Rrf2 family transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS02435,,,ligase-associated DNA damage response DEXH box helicase,nucleic acid binding|0003676||IEA,
ATU_RS02440,pdeM,,ligase-associated DNA damage response endonuclease PdeM,hydrolase activity|0016787||IEA,
ATU_RS02445,,,universal stress protein,ATP binding|0005524||IEA,
ATU_RS02450,,,TIGR02186 family protein,,
ATU_RS02455,,,sulfite exporter TauE/SafE family protein,,transport|0006810||IEA
ATU_RS02460,podJ,,cell division protein PodJ,,
ATU_RS02465,,,acyl-CoA dehydrogenase C-terminal domain-containing protein,,
ATU_RS02470,,,acetyl-CoA C-acetyltransferase,acyltransferase activity,
ATU_RS02475,,,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein,NAD+ binding|0070403||IEA,fatty acid metabolic process|0006631||IEA
ATU_RS02480,,,hypothetical protein,,
ATU_RS02490,,,alpha-ketoglutarate-dependent dioxygenase AlkB,,
ATU_RS02495,mnhG,,monovalent cation/H(+) antiporter subunit G,metal cation:proton antiporter activity|0051139||IEA,inorganic cation transmembrane transport|0098662||IEA
ATU_RS02500,,,K+/H+ antiporter subunit F,monoatomic ion transmembrane transporter activity|0015075||IEA,monoatomic ion transmembrane transport|0034220||IEA
ATU_RS02505,,,Na+/H+ antiporter subunit E,monoatomic cation transmembrane transporter activity|0008324||IEA,monoatomic cation transport|0006812||IEA
ATU_RS02510,,,monovalent cation/H+ antiporter subunit D,,
ATU_RS02515,,,Na+/H+ antiporter subunit C,,
ATU_RS02520,,,monovalent cation/H+ antiporter subunit A,metal cation:proton antiporter activity|0051139||IEA,inorganic cation transmembrane transport|0098662||IEA
ATU_RS02525,,,hypothetical protein,,
ATU_RS02530,,,globin-coupled sensor protein,oxygen binding|0019825||IEA,chemotaxis|0006935||IEA
ATU_RS02535,,,STAS domain-containing protein,anti-sigma factor antagonist activity|0043856||IEA,
ATU_RS02540,cheY1,,chemotaxis response regulator CheY1,,
ATU_RS02545,,,chemotaxis protein CheA,phosphorelay sensor kinase activity|0000155||IEA,chemotaxis|0006935||IEA
ATU_RS02550,cheR,,protein-glutamate O-methyltransferase CheR,,
ATU_RS02555,cheB,,protein-glutamate O-methylesterase CheB,,
ATU_RS02560,cheY2,,chemotaxis response regulator CheY2,,
ATU_RS02565,cheD,,chemoreceptor glutamine deamidase CheD,,
ATU_RS02570,,,hypothetical protein,,
ATU_RS02575,fliF,,flagellar basal-body MS-ring/collar protein FliF,structural molecule activity|0005198||IEA,cilium or flagellum-dependent cell motility|0001539||IEA
ATU_RS02580,,,transcriptional regulator VisN,DNA binding|0003677||IEA,regulation of DNA-templated transcription|0006355||IEA
ATU_RS02585,,,transcriptional regulator VisR,,
ATU_RS02590,,,methyl-accepting chemotaxis protein,,signal transduction|0007165||IEA
ATU_RS02595,,,hybrid sensor histidine kinase/response regulator,,
ATU_RS02600,mscL,,large conductance mechanosensitive channel protein MscL,mechanosensitive monoatomic ion channel activity|0008381||IEA,monoatomic ion transmembrane transport|0034220||IEA
ATU_RS02605,,,pyridoxal phosphate-dependent aminotransferase,,
